Ticker,Name,Sector,Price,Dividend Yield,1-Year Dividend Growth,5-Year Dividend Growth (Annualized),Dividends Per Share (TTM),Market Cap ($M),Trailing P/E Ratio,Payout Ratio,Beta,52-Week High,52-Week Low
A,Agilent Technologies Inc.,Healthcare,"135,91","0,00581633811","0,0824742268","0,09730933215","0,7904985125","40822,75801","16,86890827","0,1003170701","1,031825232","179,11","111,86"
AA,Alcoa Corp,Basic Materials,"74,04","0,001350621306",,,"0,1000000015","13853,117","16,95607956","0,02309468857","1,419772781","75,23","21,02"
AAC,Ares Acquisition Corporation,N/A,"9,75",0,,,0,975,0,N/A,,10,"9,5"
AAL,American Airlines Group Inc,Industrials,"18,84",0,,,0,"12199,17359",N/A,0,"1,282141112","26,09","14,91"
AAME,Atlantic American Corp.,Financial Services,"2,75","0,00727272711",,,"0,01999999955","56,041084",0,N/A,"0,4989937366","6,71","2,12"
AAN,Aarons Company Inc (The),Industrials,"21,62","0,01839417285",,,"0,3976820171","680,6678",0,N/A,"1,118751224","37,08","19,87"
AAOI,Applied Optoelectronics Inc,Technology,"3,89",0,,,0,"106,187847",N/A,0,"1,519478068","12,82","3,63"
AAON,AAON Inc.,Industrials,"60,23","0,006301501934",,,"0,3795394615","3157,740247","44,18644698","0,2853680162","0,853338779","83,79","58,02"
AAP,Advance Auto Parts Inc,Consumer Cyclical,"222,6","0,0269541779",3,"0,7553743576","3,233296677","13880,2624","21,47198238","0,3285870607","0,7076637878","244,55","152,05"
AAPL,Apple Inc,Technology,"172,79","0,00509288732","0,07317073171","-0,1897548758","0,8781914222","2819836,21","28,04272498","0,1458789738","1,348749565","182,71","115,52"
AAT,American Assets Trust Inc,Real Estate,"35,42","0,03613777527","0,2","0,02903366107","1,146772007","2143,754094","37,77407129","1,539291284","0,8311367144","40,49","28,02"
AAWW,Atlas Air Worldwide Holdings Inc.,Industrials,"78,43",0,,,0,"2276,688863","4,548419949",0,"1,075607975","97,13","53,36"
ABBV,Abbvie Inc,Healthcare,"144,76","0,03896103896","0,08461538462","0,1711373392","5,225107814","255816,33","34,28713711","1,247042438","0,4232211105","145,46","97,51"
ABC,Amerisource Bergen Corp.,Healthcare,"141,48","0,01300537178","0,04545454545","0,04735278879","1,790832938","29588,76346","18,33038663","0,2325757062","0,4885998903","144,1","99,28"
ABCB,Ameris Bancorp,Financial Services,"51,21","0,0116650206",0,"0,0844717712","0,5973657047","3566,018131","9,161159888","0,1070547858","1,002781375","59,33","44,66"
ABEO,Abeona Therapeutics Inc,Healthcare,"0,267",0,,,0,"27,212083",0,N/A,"1,076100421","2,87","0,2058"
ABG,Asbury Automotive Group Inc,Consumer Cyclical,"175,44",0,,,0,"4058,92791","8,438519563",0,"1,112550847","230,97","146,43"
ABIO,ARCA biopharma Inc,Healthcare,"1,88",0,,,0,"27,091069",0,N/A,"0,7653939787","5,14","1,71"
ABM,ABM Industries Inc.,Industrials,"42,77","0,01823708207","0,02631578947","0,0278201746","0,7600164622","2879,189962","11,40725024","0,2048561893","0,8003785741","54,56","38,26"
ABMD,Abiomed Inc.,Healthcare,"304,7",0,,,0,"13868,78614","104,2483699",0,"1,301095697","379,3","261,27"
ABR,Arbor Realty Trust Inc.,Real Estate,"17,03","0,08455666471","0,125","0,148698355","1,343181816","2435,403403","7,906486474","0,6488801041","0,9404446113","20,37","14,01"
ABT,Abbott Laboratories,Healthcare,"123,98","0,01516373609","0,04444444444","0,1214254213","1,810111717","219232,2184","30,26397272","0,4480474548","0,6366951515","142,1","104,19"
ABTX,Allegiance Bancshares Inc,Financial Services,"42,68","0,0111966534",,,"0,4778731673","864,162446","11,38014178","0,1284605288","0,6828096607","45,94","34,1"
AC,Associated Capital Group Inc,Financial Services,"38,5","0,005188335651",,,"0,1997509226","119,164007",0,N/A,"0,9060219473","47,5","32,24"
ACA,Arcosa Inc,Industrials,"46,7","0,00534599057",,,"0,2496577596","2256,996009",0,N/A,"1,426120965","68,21","43,42"
ACAD,Acadia Pharmaceuticals Inc,Healthcare,"27,28",0,,,0,"4385,422889",N/A,0,"0,3757522147","52,12","15,68"
ACBI,Atlantic Capital Bancshares Inc,Financial Services,"32,56",0,,,0,"661,121748","13,65079698",0,"0,8612532029","33,68","18,85"
ACC,American Campus Communities Inc.,Real Estate,"50,35","0,03733862959",0,"0,01327898649","1,854883479","7006,538385","372,1537359","13,71955236","0,7077865399","57,31","38,53"
ACCO,Acco Brands Corporation,Industrials,"8,42","0,03170221228",,,"0,2669326274","806,053866","10,3075942","0,3291401078","1,01362908","9,68","7,54"
ACER,Acer Therapeutics Inc,Healthcare,"2,44",0,,,0,"34,916995",0,N/A,"1,140067767","5,39","1,68"
ACGL,Arch Capital Group Ltd,Financial Services,"47,68",0,,,0,"18410,85687","9,143867346",0,"0,7877033599","49,15","34,73"
ACHC,Acadia Healthcare Company Inc,Healthcare,"54,67",0,,,0,"4916,780127",N/A,0,"1,249501591","68,65","49,88"
ACHN,Achison Inc,N/A,"0,5",0,,,0,"14,9975",0,N/A,,"0,52","0,06"
ACHV,Achieve Life Sciences Inc.,Healthcare,"7,66",0,,,0,"72,414132",0,N/A,"0,8871825381","15,16","6,55"
ACIA,Acacia Communications Inc,Technology,"114,99",0,,,0,0,0,0,,,
ACIW,ACI Worldwide Inc,Technology,"34,84",0,,,0,"4096,015118","47,92566773",0,"1,323757853","43,23","28,39"
ACLS,Axcelis Technologies Inc,Technology,"70,4",0,,,0,"2345,149523","30,23073829",0,"2,624228603","77,6","33,36"
ACM,AECOM,Industrials,"73,03","0,002053950513",,,"0,150000006","10322,263","49,48233745","0,105633807","1,231512955","78,62","55,01"
ACMR,ACM Research Inc,Technology,"84,84",0,,,0,"1500,0059","48,82672763",0,"2,283971056","138,88","60,84"
ACN,Accenture plc,Technology,"329,41","0,01177863453",,,"3,685281076","216861,4007","34,99143303","0,3838834454","1,126119079","416,29","241,65"
ACNB,ACNB Corp.,Financial Services,"32,81","0,03038378131","0,04","0,05387395206","0,9968918648","285,28528",0,N/A,"0,4044954976",35,"25,26"
ACOR,Acorda Therapeutics Inc,Healthcare,"2,06",0,,,0,"19,535394",N/A,0,"1,1880429","7,45","1,61"
ACRE,Ares Commercial Real Estate Corp,Real Estate,"14,6","0,0904109589",0,"0,03340648294","1,304248075","686,226587","11,8903295","0,8872435887","0,9262238011","16,58","12,45"
ACRS,Aclaris Therapeutics Inc,Healthcare,"12,74",0,,,0,"780,036222",N/A,0,"1,206864738","30,38","9,26"
ACRX,Acelrx Pharmaceuticals Inc,Healthcare,"0,427",0,,,0,"50,949035",0,N/A,"1,468139759","2,35","0,3855"
ACTG,Acacia Research Corp,Industrials,"4,33",0,,,0,"214,732719","11,17701016",0,"1,368702564","9,09","4,01"
ACU,Acme United Corp.,Consumer Defensive,"32,73","0,01579742171",0,"0,05387395206","0,5170496126","116,508556",0,N/A,"0,3789417469","47,79","29,82"
ACY,Aerocentury Corp.,Industrials,"4,93",0,,,0,"21,774878",0,N/A,"2,817651434","13,21","0,5441"
ADBE,Adobe Inc,Technology,"479,5",0,,,0,"226490,7337","23,48514451",0,"1,50769802","699,54","420,78"
ADC,Agree Realty Corp.,Real Estate,"62,86","0,03786191537","0,04608294931","-0,1681783871","2,578822692","4386,354959","39,11917594","1,456961973","0,6053726379","74,48","59,18"
ADES,Advanced Emissions Solutions Inc,Industrials,"6,28",0,,,0,"118,473079",0,N/A,"0,6831283304","8,41","4,6"
ADI,Analog Devices Inc.,Technology,"162,04","0,01693060732","0,1129032258","0,08924936491","2,743435611","42597,58644","15,31822225","0,3958781545","1,451737799","191,22","140,52"
ADM,Archer Daniels Midland Co.,Consumer Defensive,"76,8","0,02083333333","0,08108108108","0,04563955259","1,497907153","42965,08877","16,43652975","0,3235220632","0,6305608792","78,03","53,73"
ADMA,Adma Biologics Inc,Healthcare,"1,67",0,,,0,"327,009074",0,N/A,"0,8647904328","2,72","1,01"
ADMP,Adamis Pharmaceuticals Corp,Healthcare,"0,6158",0,,,0,"91,684086",N/A,0,"0,4965502964","1,58","0,551"
ADMS,Adamas Pharmaceuticals Inc,Healthcare,"8,22",0,,,0,0,0,0,,,
ADNT,Adient plc,Consumer Cyclical,"49,76",0,,,0,"4715,575019","5,216344048",0,"1,860646054","53,17","34,08"
ADP,Automatic Data Processing Inc.,Industrials,"204,02","0,02039015783","0,1182795699","0,1277989781","3,804895706","85697,63497","31,233193","0,5889931434","0,9352004358","248,96","161,45"
ADS,Alliance Data System,Financial Services,"72,42","0,01048562731",0,"-0,1658518514","0,7593691297","3605,437594","4,532860943","0,04731271836","1,407358363","103,62","62,31"
ADSK,Autodesk Inc.,Technology,"233,38",0,,,0,"51337,39606","38,91555189",0,"1,638117154","344,39","223,81"
ADT,ADT Inc,Industrials,"7,84","0,01774651954",,,"0,1391327132","6013,456267",N/A,N/A,"1,475494789","11,64","6,62"
ADTN,Adtran Inc.,Technology,"21,09","0,01689057142",0,0,"0,3562221512","1026,660968","615,1353913","10,4463974","1,466655272","24,55","15,02"
ADUS,Addus HomeCare Corporation,Healthcare,"76,9",0,,,0,"1224,817906","30,22972841",0,"1,367520485","121,99",72
ADVM,Adverum Biotechnologies Inc,Healthcare,"1,42",0,,,0,"139,375968",0,N/A,"0,9122541576","13,88","1,37"
ADXS,"Advaxis, Inc.",Healthcare,"0,1163",0,,,0,0,0,0,,,
AE,Adams Resources & Energy Inc.,Energy,"30,75","0,03082257364",0,"0,01755457718","0,9477941395","133,916281",0,N/A,"0,4228735124","36,75","24,72"
AEE,Ameren Corp.,Utilities,"84,38","0,02590602416","0,06796116505","0,04563955259","2,185950319","21698,07753","22,14089544","0,5692578956","0,3334466732","90,19","68,39"
AEGN,Aegion Corp,Industrials,"29,99",0,,,0,0,0,0,,,
AEHR,Aehr Test Systems,Technology,"14,48",0,,,0,"388,669539",0,N/A,"2,117553071","27,09","1,94"
AEIS,Advanced Energy Industries Inc.,Industrials,"88,24","0,004525409218",,,"0,3993221094","3323,968592","24,27618875","0,1124851012","1,89111683","121,95","77,79"
AEL,American Equity Investment Life Holding Co,Financial Services,43,"0,007906976827",,,"0,3400000036","3978,081231","11,63736293","0,09392265292","0,9502971175","44,49","26,21"
AEMD,Aethlon Medical Inc,Healthcare,"1,42",0,,,0,"21,879688",0,N/A,"0,3990655655","12,49","1,32"
AEO,American Eagle Outfitters Inc.,Consumer Cyclical,"22,84","0,02941839689",,,"0,671916185","3851,318737","10,33273076","0,346348549","1,257982588","38,45","20,52"
AEP,American Electric Power Company Inc.,Utilities,"85,44","0,03651685393","0,05405405405","0,05742242953","3,000796703","43031,99928","18,04503681","0,6290978413","0,2942356524","90,87","72,24"
AERI,Aerie Pharmaceuticals Inc,Healthcare,"6,68",0,,,0,"316,348227",N/A,0,"0,6921550828","21,3","6,39"
AES,AES Corp.,Utilities,"21,56","0,02922077922","0,04983388704","0,05656244097","0,6035680038","14374,35015","26,56996331","0,7586324834","1,045778622","28,3","21,14"
AEY,Addvantage Technologies Group,Technology,"1,36",0,,,0,"17,719613",0,N/A,"1,213008364","3,59","1,15"
AFG,American Financial Group Inc,Financial Services,"139,37","0,01402365874","-0,86","0,06961037573","1,954477318","11819,67451","5,068471061","0,07236124837","0,8404752461","142,87","85,68"
AFI,Armstrong Flooring Inc,Industrials,"1,43",0,,,0,"31,044482",N/A,0,"0,7149861915","6,96","1,4"
AFL,Aflac Inc.,Financial Services,"64,56","0,02478314746","0,2121212121","-0,01436002928","1,37820372","42708,26182","10,07983522","0,2233717537","0,7844438466","66,55","45,05"
AGCO,AGCO Corp.,Industrials,"133,27","0,03582461583","-0,95","0,07394092379","4,774346552","9973,150236","13,29221676","0,4822572275","1,120767985","154,94","108,39"
AGE,AgeX Therapeutics Inc,Healthcare,"0,7472",0,,,0,"28,348152",0,N/A,"0,6539022631","2,54","0,5162"
AGEN,Agenus Inc,Healthcare,"2,56",0,,,0,"657,487821","174,5851887",0,"1,411350971","6,79","2,34"
AGFS,AgroFresh Solutions Inc,Consumer Defensive,"1,97",0,,,0,"103,262258",0,N/A,"0,7271091154","2,89","1,64"
AGIO,Agios Pharmaceuticals Inc,Healthcare,"31,23",0,,,0,"1696,053643","1,058918353",0,"0,8045117486","62,16","28,02"
AGLE,Aeglea BioTherapeutics Inc,Healthcare,"3,34",0,,,0,"164,72866",0,N/A,"0,2312668762","8,79","3,29"
AGM,Federal Agricultural Mortgage Corp.,Financial Services,"123,88","0,02841459477","0,1","0,1957380086","3,477770066","1265,740774","11,81588072","0,3512899057","0,7756175559",136,"79,07"
AGNC,AGNC Investment Corp,Real Estate,"13,85","0,1039711191",0,0,"1,382116485","7269,981091","5,010324666","0,5081310607","0,5945941004","17,74","13,65"
AGO,Assured Guaranty Ltd,Financial Services,"59,2","0,01476962752","0,1","0,0907408119","0,8743619494","4135,166709","15,1471308","0,246994901","0,9201234857","59,73","38,07"
AGR,Avangrid Inc,Utilities,"43,88","0,03960058477","13,84480432","0,003676569796","1,73767366","16990,53592","23,96408451","0,8314228037","0,3613063381","54,84","42,59"
AGRX,Agile Therapeutics Inc,Healthcare,"0,3335",0,,,0,"40,485577",0,N/A,"1,601519661","3,66","0,28"
AGS,PlayAGS Inc,Consumer Cyclical,"8,18",0,,,0,"302,076791",0,N/A,"1,031496726","11,32","5,97"
AGTC,Applied Genetic Technologies Corp,Healthcare,"2,21",0,,,0,"94,856115",0,N/A,"1,704693172","9,67","1,4"
AGX,"Argan, Inc.",Industrials,"38,13","0,02599063609",,,"0,991022954","599,203227","13,14618751","0,3477273523","0,6626576291","54,75","36,36"
AGYS,"Agilysys, Inc",Technology,"41,02",0,,,0,"1013,781899",N/A,0,"1,805835399","64,09","33,63"
AHC,A.H. Belo Corp,Communication Services,"6,54","0,08214878876",,,"0,6210448431","143,197135",N/A,N/A,"-0,07341366974","12,18","4,95"
AHH,Armada Hoffler Properties Inc,Real Estate,"14,24","0,04420158376",,,"0,6294305528","901,382844","78,81976597","3,292000799","0,7595283914","15,8","11,53"
AHT,Ashford Hospitality Trust Inc,Real Estate,"9,29",0,,,0,"314,517549",N/A,0,"1,891470163","77,9","6,56"
AIG,American International Group Inc,Financial Services,"60,38","0,02101182183",0,0,"1,268693802","50133,36957","9,028159476","0,1982334065","0,9530503599","63,54","40,17"
AIMC,Altra Industrial Motion Corp,Industrials,"49,36","0,006065179848","0,3333333333","-0,1181397938","0,2993772773","3204,43269","21,87326068","0,1330565677","1,661369765","67,78","44,87"
AIMT,Aimmune Therapeutics Inc,Healthcare,"34,49",0,,,0,0,0,N/A,,,
AIN,Albany International Corp.,Consumer Cyclical,"91,25","0,008844982247","0,05","0,04316756381","0,80710463","2801,375","23,86626966","0,2229570801","1,111354813","92,97","73,8"
AINC,Ashford Inc,Financial Services,"20,94",0,,,0,"63,296511",0,N/A,"1,294076585","28,27","7,49"
AIR,AAR Corp.,Industrials,"43,05",0,,,0,"1526,934897","20,66217722",0,"1,318940477","45,49","30,9"
AIRG,Airgain Inc,Technology,"9,65",0,,,0,"97,418497",N/A,0,"1,08730307","27,45","8,88"
AIRI,Air Industries Group,Industrials,"0,9051",0,,,0,"29,079058",0,N/A,"1,153477359","2,17","0,756"
AIRT,Air T Inc,Industrials,"24,5",0,,,0,"70,485349","16,28589383",0,,"43,05",20
AIT,Applied Industrial Technologies Inc.,Industrials,"98,36","0,01345252989","0,0303030303","0,03232437954","1,32319084","3782,583209","16,78894643","0,23132707","1,114538366","109,48","78,38"
AIV,Apartment Investment & Management Co.,Real Estate,"6,88",0,,,0,"1047,395981",N/A,0,"1,148241607","8,16","4,6"
AIZ,Assurant Inc,Financial Services,"165,67","0,01641818072","0,0303030303","0,05110622619","2,652100214","9439,33138","6,847041477","0,1193564453","0,7700259853","172,22","120,57"
AJG,Arthur J. Gallagher & Co.,Financial Services,"155,39","0,01312825793","0,06666666667","0,04240221628","1,910999618","32208,92842","34,27940445","0,413636281","0,8557149202","171,21","115,21"
AJRD,Aerojet Rocketdyne Holdings Inc,Industrials,"37,5",0,,,0,"3018,7734","21,56266714",0,"0,2052992839","49,84","35,79"
AJX,Great Ajax Corp,Real Estate,"12,38","0,06403923802","-0,4736842105","-0,1972584382","0,7928057666","286,510798",0,N/A,"0,6313695076","14,5","9,7"
AKAM,Akamai Technologies Inc,Technology,"111,03",0,,,0,"18040,14507","29,84417146",0,"0,8022107692","120,68","92,64"
AKBA,Akebia Therapeutics Inc.,Healthcare,"1,83",0,,,0,"320,177556",0,N/A,"1,489236776","4,91","1,71"
AKCA,Akcea Therapeutics Inc,Healthcare,"18,17",0,,,0,0,0,N/A,,,
AKR,Acadia Realty Trust,Real Estate,"19,88","0,03018108652",,,"0,5937219533","1758,456952","180,8553895","5,310572033","1,003710082","23,17","17,31"
AKTS,Akoustis Technologies Inc,Technology,"6,07",0,,,0,"331,861262",0,N/A,"2,350733744","15,94","4,58"
AL,Air Lease Corp,Industrials,"43,4","0,01523151659","0,15625","0,1979042149","0,6610478199","4947,042484","13,2596491","0,2027754049","1,274038382","52,17","36,36"
ALB,Albemarle Corp.,Basic Materials,"241,39","0,006462570943","0,01298701299","0,04035827463","1,555929539","28236,9134","133,1107354","0,8365212577","1,617266419","291,01","132,74"
ALBO,Albireo Pharma Inc,Healthcare,"33,07",0,,,0,"637,544426",N/A,0,"1,057243894","38,91","20,3"
ALCO,Alico Inc.,Consumer Defensive,"32,37","0,05104030874","1,777777778","0,5281421358","1,652174794","244,245019","5,936201697","0,302042924","0,4045752992","39,05","27,26"
ALDX,Aldeyra Therapeutics Inc,Healthcare,"4,23",0,,,0,"245,729604",0,N/A,"1,115080342","15,95",3
ALE,"Allete, Inc.",Utilities,"60,94","0,04266491631","0,03174603175","0,03970926709","2,502640339","3203,766078","20,7497803","0,8454866011","0,6339991349",71,"55,7"
ALEC,Alector Inc,Healthcare,"17,19",0,,,0,"1397,136107",0,N/A,"1,672121641","43,32","13,74"
ALEX,Alexander & Baldwin Inc.,Real Estate,"22,69","0,02920480088",,,"0,6626569319","1645,704634","54,49353091","1,592542494","0,8813147347","26,37","16,11"
ALG,Alamo Group Inc.,Industrials,"139,01","0,004309851382","0,2857142857","0,1247461131","0,5991124406","1657,519931","23,98795814","0,1031174597","0,9678341224","165,46","132,58"
ALGN,"Align Technology, Inc.",Healthcare,"528,24",0,,,0,"41653,34517","56,28472944",0,"1,676528701","737,45","432,09"
ALGT,Allegiant Travel,Industrials,"178,02",0,,,0,"3219,976983","29,17940918",0,"1,27315234","271,29","163,6"
ALIM,Alimera Sciences Inc.,Healthcare,"4,59",0,,,0,"31,846127",0,N/A,"1,257086208","12,25","3,94"
ALJJ,Alj Regional Holdings Inc,Industrials,"2,47",0,,,0,"104,74981",0,N/A,"1,427455756","2,74","0,96"
ALK,Alaska Air Group Inc.,Industrials,"59,91",0,,,0,"7543,413442","7,890599834",0,"1,084830932","74,25","46,26"
ALKS,Alkermes plc,Healthcare,"23,31",0,,,0,"3769,352105",N/A,0,"0,7132009708",33,"18,02"
ALL,Allstate Corp (The),Financial Services,"124,21","0,02608485629","0,5","0,1696519763","3,20873852","35608,03105","10,81324964","0,2962824118","0,4860995783","137,65","99,89"
ALLE,Allegion plc,Industrials,"117,09","0,01224922674","0,125","0,1760790225","1,434261959","10502,48848","22,65909058","0,2817803456","0,8875595164","147,91","105,36"
ALLK,Allakos Inc,Healthcare,"6,86",0,,,0,"372,58978",0,N/A,"0,7021645807","139,51","5,95"
ALLO,Allogene Therapeutics Inc,Healthcare,"10,19",0,,,0,"1452,237408",0,N/A,"1,612195405","39,12","9,91"
ALLY,Ally Financial Inc,Financial Services,"49,84","0,02407704655","0,5789473684","0,3025855423","0,9823943131","17266,76896","5,63169242","0,1195126902","1,158026594","55,69","39,83"
ALNA,Allena Pharmaceuticals Inc,Healthcare,"0,4299",0,,,0,"35,497306",0,N/A,"1,470822405","2,11","0,32"
ALNY,Alnylam Pharmaceuticals Inc,Healthcare,"153,3",0,,,0,"18428,26934",N/A,0,"0,6568075552",212,125
ALOT,AstroNova Inc,Technology,"14,19",0,,,0,"102,968571",0,N/A,"0,1497566142","18,52","10,8"
ALPN,Alpine Immune Sciences Inc,Healthcare,"7,96",0,,,0,"232,592601",0,N/A,"1,287346396","15,14","7,08"
ALRM,Alarm.com Holdings Inc,Technology,"72,9",0,,,0,"3649,406076","61,77058355",0,"1,671598634","100,84","67,66"
ALSK,Alaska Communications Systems Group Inc,Communication Services,"3,4",0,,,0,0,0,0,,,
ALSN,Allison Transmission Holdings Inc,Consumer Cyclical,"40,36","0,01869175424","0,1176470588","0,04841317128","0,7543992012","4207,944578","10,95818901","0,2155426289","0,6324923895","45,74","32,38"
ALT,Altimmune Inc,Healthcare,"7,94",0,,,0,"315,524683",0,N/A,"1,525160454","24,61","6,35"
ALTM,Altus Midstream Co,Energy,"64,99","0,08930216404",,,"5,803747641","243,482435",0,N/A,"0,6084564138","89,01","46,46"
ALTR,Altair Engineering Inc,Technology,"61,79",0,,,0,"2877,588229",N/A,0,"1,526845581","82,96","55,5"
ALV,Autoliv Inc.,Consumer Cyclical,"102,14","0,02506363814",,,"1,875591987","8935,027434","17,53685463","0,3228213403","1,132328679","110,59","80,83"
ALX,Alexander`s Inc.,Real Estate,"256,85","0,06834817167",0,"0,01149727416","17,55522789","1311,807437","17,82032299","1,221658169","0,616845337","290,08","240,66"
ALXN,Alexion Pharmaceuticals Inc.,Healthcare,"182,5",0,,,0,0,0,0,,,
AM,Antero Midstream Corp,Energy,"10,03","0,08973080758",,,"0,871561165","4789,362984","14,56787276","1,266435869","0,9621981227","11,24","6,92"
AMAL,Amalgamated Financial Corp,Financial Services,"17,35","0,0183140083",,,"0,3177480441","539,531146",0,N/A,,"19,83","13,36"
AMAT,Applied Materials Inc.,Technology,"139,84","0,006864988558","0,09090909091","0,1913578982","1,177650552","124176,861","10,54491007","0,09193212741","2,17860225","167,06","104,95"
AMBC,AMBAC Financial Group Inc.,Financial Services,"15,88",0,,,0,"735,309727",0,N/A,"0,9819918495","18,63","13,04"
AMC,AMC Entertainment Holdings Inc,Communication Services,"19,48",0,,,0,"9999,673075",N/A,0,"2,446520393","72,62","5,32"
AMCR,Amcor Plc,Consumer Cyclical,"11,81","0,03979678239",,,"0,467819009","17877,11845","18,83784873","0,7574789653","0,6841393512","12,79","10,13"
AMCX,AMC Networks Inc,Communication Services,"44,66",0,,,0,"1374,089233","4,185876276",0,"1,107375653","83,63","32,96"
AMD,Advanced Micro Devices Inc.,Technology,"121,47",0,,,0,"145679,3867","23,03595615",0,"2,021226267","164,46","72,5"
AME,Ametek Inc,Industrials,"131,41","0,006074407853","0,1111111111","0,1731606763","0,798237936","30398,44006","32,70770194","0,199559484","0,935221693","148,07","117,09"
AMED,Amedisys Inc.,Healthcare,"151,29",0,,,0,"4932,420878","22,40217316",0,"1,314136626","297,33","122,52"
AMEH,Apollo Medical Holdings Inc,Healthcare,"59,08",0,,,0,"3281,838051",0,N/A,"1,948021543","133,23","23,1"
AMG,Affiliated Managers Group Inc.,Financial Services,"144,82","0,0002071276731",0,"-0,4507197283","0,02999622962","5887,123293","11,70169607","0,00267584564","1,598720056","191,6","132,59"
AMGN,AMGEN Inc.,Healthcare,"223,94","0,03465213897","0,1022727273","0,11024999","7,132794571","126137,7661","22,48845892","0,7353396465","0,5932408025","252,88","196,95"
AMH,American Homes 4 Rent,Real Estate,"38,83","0,01030131342",1,"0,148698355","0,398546021","12959,92247","113,6197439","1,119511295","0,6974062007","44,07","28,33"
AMKR,AMKOR Technology Inc.,Technology,"24,19","0,007009056259",,,"0,1695490709","5915,062919","10,69355107","0,07502171278","2,231530239","29,44","17,94"
AMN,AMN Healthcare Services Inc.,Healthcare,"102,01",0,,,0,"4822,523668","21,87293877",0,"0,7614414858","129,12","69,5"
AMNB,American National Bankshares Inc.,Financial Services,"38,5","0,02799035583","0,03703703704","0,03131030648","1,0776287","414,981028","10,1148275","0,2873676532","0,7792558276","40,04","28,33"
AMOT,Allied Motion Technologies Inc,Technology,"36,75","0,002582542515","-0,1666666667",0,"0,09490843744","540,768974",0,N/A,"1,524621845","44,67","29,28"
AMP,Ameriprise Financial Inc,Financial Services,"308,49","0,01465201465","0,08653846154","0,06365324706","4,494855983","34516,88965","15,43689161","0,2442856513","1,290796035","331,19","209,45"
AMPE,Ampio Pharmaceuticals Inc,Healthcare,"0,5178",0,,,0,"104,662751",0,N/A,"1,536400501","2,3","0,4311"
AMPH,Amphastar Pharmaceuticals Inc,Healthcare,"26,4",0,,,0,"1263,217428","35,00865859",0,"0,2876803852","27,36","16,91"
AMR,Alpha Metallurgical Resources Inc,N/A,"87,3",0,,,0,"1606,358674",0,N/A,"1,27084093","87,97","11,13"
AMRB,American River Bancshares,Financial Services,"20,91",0,,,"0,2100000009",0,0,N/A,,,
AMRC,Ameresco Inc.,Industrials,"56,07",0,,,0,"1872,093644",0,N/A,"2,151268452","101,86","37,7"
AMRK,A-Mark Precious Metals Inc,Financial Services,"73,5",0,,,0,"838,607732",0,N/A,"0,9839308668","80,93","25,38"
AMRS,Amyris Inc,Basic Materials,"4,91",0,,,0,"1513,452896",0,N/A,"2,446275592","23,42","3,65"
AMRX,Amneal Pharmaceuticals Inc,Healthcare,"4,73",0,,,0,"706,526509","50,59628396",0,"0,9990450684","7,45","3,89"
AMS,American Shared Hospital Services,Healthcare,"2,4303",0,,,0,"14,261",0,N/A,"1,347849266","5,04","2,08"
AMSC,American Superconductor Corp.,Industrials,"8,43",0,,,0,"239,898824",N/A,0,"1,978920474","27,18","7,04"
AMSF,Amerisafe Inc,Financial Services,"53,36","0,02055743678",0,"0,05680549654","1,096944827","1033,265921","11,39011775","0,2343899202","0,4928699479","61,94","49,87"
AMSWA,American Software Inc.,Technology,"21,54","0,02028873765",0,0,"0,437019409","677,792115",0,N/A,"1,050823822","32,98","18,16"
AMT,American Tower Corp.,Real Estate,"233,39","0,02382278589","0,1487603306","0,1752347438","5,173673312","106289,0027","42,86884034","0,9406678748","0,7032033148","300,82","193,68"
AMTD,Amtd International Inc,Financial Services,"3,93",0,,,0,"244,948454",0,N/A,,"9,75","2,76"
AMTX,Aemetis Inc,Energy,"10,97",0,,,0,"364,761353",0,N/A,"2,529638574","27,44","6,67"
AMWD,American Woodmark Corp.,Consumer Cyclical,"55,3",0,,,0,"916,298051","36,60360526",0,"1,39076518","108,81","52,22"
AMZN,Amazon.com Inc.,Consumer Cyclical,"3130,21",0,,,0,"1592789,861","23,86988761",0,"1,222677345","3773,08","2707,04"
AN,Autonation Inc.,Consumer Cyclical,"108,88",0,,,0,"7135,793119","6,273776261",0,"0,9175935321","133,48","74,23"
ANAB,AnaptysBio Inc,Healthcare,"31,38",0,,,0,"867,491502","103,4205415",0,"1,281591329","37,89","17,72"
ANAT,American National Group Inc,Financial Services,"189,68","0,01717645111",,,"3,258029247","5099,964096","5,943169032","0,1020685854","0,2042730811","194,22","86,68"
ANDE,Andersons Inc.,Consumer Defensive,40,"0,01749081855","0,02857142857","0,02383625554","0,6996327421","1331,44808","14,7390057","0,2610569933","1,018411226","40,29",24
ANET,Arista Networks Inc,Technology,"129,94",0,,,0,"9982,107096","12,72388883",0,"1,447740492","148,57","65,52"
ANF,Abercrombie & Fitch Co.,Consumer Cyclical,"40,99",0,,,0,"2315,67127","8,273416164",0,"1,48255871","48,97","25,08"
ANGI,Angi Inc,Communication Services,"8,85",0,,,0,"711,307378",N/A,0,"1,424689645","17,75","6,88"
ANGO,Angiodynamic Inc,Healthcare,"22,69",0,,,0,"878,482831",N/A,0,"1,255963285",32,"19,75"
ANH,Anworth Mortgage Asset Corp.,Real Estate,"2,98","0,07732537897",,,"0,2304296293","295,925866",N/A,N/A,"1,593873891","3,19","0,6996"
